Winning_percentage,Days_Since_Last_Bet,Active_Days,Total_Number_of_Bets,Total_Amount_Wagered,Average_Bet_Amount,Number_of_Bonuses_Received,Amount_of_Bonuses_Received,Revenue_from_Bonuses,Increase_in_Bets_After_Bonus,Increase_in_wagering_after_Bonus,Should_Receive_Bonus
44,11.0,119.0,28.0,92103.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,0
72,1.0,170.0,20.0,69292.0,930.0,99.0,999.0,4998.0,500.0,50000.0,1
39,11.0,199.0,41.0,94236.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0
6,33.0,285.0,42.0,94382.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
11,6.0,126.0,22.0,78963.0,969.0,100.0,1000.0,5000.0,500.0,50000.0,1
30,32.0,343.0,33.0,97177.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
5,18.0,242.0,49.0,86334.0,983.0,100.0,1000.0,5000.0,500.0,50000.0,1
27,18.0,141.0,39.0,98936.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,0
20,40.0,278.0,31.0,90059.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
58,9.0,322.0,33.0,94906.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
8,23.0,365.0,33.0,99439.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
71,8.0,329.0,30.0,92472.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1
72,39.0,343.0,23.0,80867.0,976.0,100.0,1000.0,5000.0,500.0,50000.0,1
41,37.0,285.0,36.0,94186.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
35,6.0,242.0,36.0,92920.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0
20,8.0,220.0,39.0,93979.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
8,33.0,242.0,44.0,91950.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,0
39,11.0,104.0,24.0,86330.0,985.0,100.0,1000.0,5000.0,500.0,50000.0,1
33,22.0,220.0,50.0,85848.0,981.0,100.0,1000.0,5000.0,500.0,50000.0,1
24,39.0,336.0,25.0,83583.0,984.0,100.0,1000.0,5000.0,500.0,50000.0,1
66,32.0,177.0,41.0,95522.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
55,17.0,162.0,42.0,96127.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
75,22.0,285.0,48.0,89556.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
19,27.0,119.0,33.0,99150.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,0
20,36.0,170.0,35.0,94925.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
64,12.0,329.0,36.0,97307.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
61,16.0,191.0,46.0,91860.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
47,6.0,322.0,28.0,88826.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
29,12.0,170.0,39.0,96363.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
25,3.0,90.0,6.0,23999.0,442.0,68.0,854.0,4714.0,495.0,49106.0,1
43,33.0,228.0,44.0,92107.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
35,29.0,126.0,34.0,98719.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
46,15.0,126.0,34.0,98416.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,0
44,5.0,285.0,31.0,90623.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
26,40.0,170.0,28.0,86885.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
52,15.0,242.0,47.0,88812.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
62,8.0,336.0,29.0,91159.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1
67,1.0,97.0,3.0,11212.0,228.0,40.0,582.0,3850.0,451.0,46294.0,1
17,30.0,336.0,37.0,98420.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
58,5.0,206.0,32.0,91254.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
53,29.0,220.0,47.0,88827.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
41,30.0,148.0,38.0,98095.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
64,9.0,343.0,29.0,91882.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
53,14.0,314.0,40.0,96719.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
10,32.0,307.0,40.0,96137.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
75,26.0,314.0,43.0,95505.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
44,33.0,336.0,34.0,96756.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
44,36.0,358.0,25.0,86172.0,987.0,100.0,1000.0,5000.0,500.0,50000.0,1
19,40.0,271.0,32.0,90396.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
63,25.0,293.0,47.0,91139.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
8,7.0,133.0,25.0,85973.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,0
64,30.0,293.0,44.0,93572.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
51,1.0,104.0,5.0,21072.0,398.0,63.0,815.0,4626.0,492.0,48790.0,1
24,39.0,170.0,30.0,89811.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
12,32.0,278.0,43.0,93139.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
75,30.0,97.0,25.0,90730.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
26,11.0,249.0,43.0,92640.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
36,27.0,256.0,49.0,87185.0,984.0,100.0,1000.0,5000.0,500.0,50000.0,1
54,24.0,242.0,50.0,85160.0,979.0,100.0,1000.0,5000.0,500.0,50000.0,1
12,28.0,97.0,27.0,93459.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,0
11,12.0,184.0,41.0,95070.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
55,40.0,155.0,25.0,83694.0,986.0,100.0,1000.0,5000.0,500.0,50000.0,1
36,25.0,365.0,33.0,99174.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
12,31.0,228.0,46.0,90296.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
65,9.0,90.0,17.0,68766.0,916.0,99.0,999.0,4997.0,500.0,49999.0,1
59,26.0,285.0,47.0,90209.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,1
7,22.0,278.0,48.0,88352.0,986.0,100.0,1000.0,5000.0,500.0,50000.0,1
77,17.0,365.0,31.0,98113.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
11,35.0,314.0,35.0,95705.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
72,26.0,133.0,37.0,99505.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
78,13.0,177.0,41.0,95467.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
33,18.0,141.0,39.0,98936.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
47,32.0,155.0,38.0,97312.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
22,7.0,184.0,34.0,93613.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
67,39.0,133.0,23.0,80414.0,975.0,100.0,1000.0,5000.0,500.0,50000.0,1
11,4.0,170.0,26.0,84852.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,0
6,3.0,104.0,10.0,42008.0,688.0,90.0,972.0,4940.0,500.0,49912.0,1
45,28.0,351.0,35.0,99202.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
21,23.0,336.0,40.0,98775.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
65,23.0,264.0,49.0,86373.0,982.0,100.0,1000.0,5000.0,500.0,50000.0,1
53,26.0,322.0,42.0,96766.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
61,19.0,112.0,32.0,98874.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
36,3.0,213.0,29.0,86547.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
11,9.0,90.0,17.0,68766.0,916.0,99.0,999.0,4997.0,500.0,49999.0,1
77,11.0,343.0,31.0,95442.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1
53,3.0,256.0,29.0,86925.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0
39,9.0,264.0,40.0,94087.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
14,10.0,256.0,42.0,93490.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0
10,7.0,170.0,32.0,92891.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
5,32.0,365.0,28.0,93213.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
71,40.0,119.0,17.0,67056.0,911.0,99.0,999.0,4997.0,500.0,49999.0,1
46,3.0,271.0,28.0,86152.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
15,19.0,256.0,49.0,86402.0,982.0,100.0,1000.0,5000.0,500.0,50000.0,1
31,34.0,97.0,21.0,80873.0,971.0,100.0,1000.0,5000.0,500.0,50000.0,1
14,31.0,155.0,39.0,97466.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,0
29,16.0,213.0,47.0,89142.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
38,33.0,264.0,43.0,92713.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
21,39.0,365.0,18.0,68792.0,920.0,99.0,999.0,4997.0,500.0,49999.0,1
6,19.0,300.0,46.0,92702.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
53,2.0,199.0,26.0,81405.0,983.0,100.0,1000.0,5000.0,500.0,50000.0,1
25,15.0,126.0,34.0,98416.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,0
8,20.0,119.0,34.0,99802.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,0
27,27.0,343.0,37.0,99333.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
41,30.0,148.0,38.0,98095.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
40,19.0,170.0,44.0,94288.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
59,34.0,293.0,40.0,95236.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1
13,2.0,104.0,8.0,32187.0,564.0,81.0,930.0,4864.0,499.0,49668.0,1
47,2.0,191.0,25.0,80358.0,979.0,100.0,1000.0,5000.0,500.0,50000.0,1
14,19.0,264.0,49.0,87050.0,984.0,100.0,1000.0,5000.0,500.0,50000.0,1
14,6.0,300.0,32.0,91681.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
30,16.0,235.0,48.0,87905.0,986.0,100.0,1000.0,5000.0,500.0,50000.0,1
42,1.0,285.0,23.0,75305.0,961.0,100.0,1000.0,5000.0,500.0,50000.0,1
48,33.0,307.0,39.0,96210.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1
10,17.0,199.0,47.0,90148.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,1
79,28.0,133.0,36.0,99193.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
39,9.0,228.0,40.0,93746.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
14,19.0,249.0,49.0,85968.0,982.0,100.0,1000.0,5000.0,500.0,50000.0,1
29,10.0,365.0,25.0,87404.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
34,33.0,184.0,41.0,95119.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0
45,32.0,336.0,35.0,97529.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
5,27.0,242.0,49.0,86565.0,983.0,100.0,1000.0,5000.0,500.0,50000.0,1
62,12.0,322.0,37.0,97165.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
11,25.0,343.0,38.0,99500.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
35,10.0,314.0,36.0,96073.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
41,13.0,112.0,28.0,93602.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0
47,12.0,249.0,44.0,91823.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
75,26.0,365.0,32.0,98867.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
41,40.0,365.0,16.0,62486.0,880.0,98.0,997.0,4993.0,500.0,49998.0,1
70,23.0,90.0,26.0,93286.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
37,26.0,213.0,49.0,87330.0,984.0,100.0,1000.0,5000.0,500.0,50000.0,1
40,40.0,235.0,33.0,90923.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0
11,31.0,242.0,46.0,90098.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
75,30.0,271.0,46.0,90859.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
46,14.0,90.0,23.0,85722.0,982.0,100.0,1000.0,5000.0,500.0,50000.0,1
67,28.0,300.0,44.0,93626.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
7,16.0,256.0,48.0,88466.0,987.0,100.0,1000.0,5000.0,500.0,50000.0,1
49,16.0,314.0,42.0,96239.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
15,7.0,278.0,36.0,93795.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
41,6.0,351.0,22.0,79484.0,971.0,100.0,1000.0,5000.0,500.0,50000.0,1
73,32.0,170.0,40.0,96239.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
53,19.0,256.0,49.0,86402.0,982.0,100.0,1000.0,5000.0,500.0,50000.0,1
53,9.0,199.0,39.0,94670.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
5,8.0,184.0,36.0,94612.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
55,7.0,97.0,16.0,64559.0,892.0,98.0,998.0,4995.0,500.0,49998.0,1
18,16.0,220.0,48.0,88540.0,987.0,100.0,1000.0,5000.0,500.0,50000.0,1
5,40.0,278.0,31.0,90059.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
26,27.0,184.0,46.0,92092.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
60,26.0,199.0,48.0,89221.0,987.0,100.0,1000.0,5000.0,500.0,50000.0,1
71,14.0,199.0,45.0,92317.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
8,7.0,300.0,33.0,93392.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
59,35.0,170.0,36.0,95694.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1
76,23.0,307.0,45.0,93695.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
37,40.0,329.0,24.0,81853.0,981.0,100.0,1000.0,5000.0,500.0,50000.0,1
29,15.0,336.0,37.0,98569.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
5,12.0,199.0,43.0,93705.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
74,13.0,351.0,32.0,96889.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
49,28.0,365.0,31.0,97824.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
10,16.0,199.0,46.0,90827.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
64,17.0,148.0,40.0,98181.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
76,8.0,365.0,22.0,80589.0,972.0,100.0,1000.0,5000.0,500.0,50000.0,1
35,1.0,336.0,15.0,55842.0,832.0,97.0,994.0,4985.0,500.0,49992.0,1
75,1.0,170.0,20.0,69292.0,930.0,99.0,999.0,4998.0,500.0,50000.0,1
33,22.0,177.0,46.0,92500.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
72,8.0,358.0,24.0,84197.0,983.0,100.0,1000.0,5000.0,500.0,50000.0,1
8,31.0,285.0,44.0,93253.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
17,24.0,264.0,49.0,86489.0,982.0,100.0,1000.0,5000.0,500.0,50000.0,1
25,33.0,264.0,43.0,92713.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
39,20.0,155.0,42.0,96788.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
31,38.0,126.0,23.0,81522.0,977.0,100.0,1000.0,5000.0,500.0,50000.0,1
55,25.0,264.0,49.0,86774.0,983.0,100.0,1000.0,5000.0,500.0,50000.0,1
23,39.0,264.0,34.0,92283.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0
35,30.0,170.0,42.0,95743.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
79,17.0,213.0,48.0,88369.0,987.0,100.0,1000.0,5000.0,500.0,50000.0,1
14,14.0,148.0,38.0,98054.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0
48,10.0,256.0,42.0,93490.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0
53,38.0,162.0,30.0,91274.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
72,8.0,126.0,25.0,86712.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,1
76,36.0,235.0,40.0,93660.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,1
21,9.0,322.0,33.0,94906.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
67,19.0,336.0,39.0,98821.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
39,35.0,278.0,40.0,94501.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1
64,24.0,314.0,44.0,95182.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
31,9.0,119.0,25.0,87041.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
78,19.0,97.0,28.0,95382.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
13,3.0,155.0,22.0,76278.0,962.0,100.0,1000.0,5000.0,500.0,50000.0,1
13,38.0,322.0,29.0,90367.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
55,39.0,322.0,27.0,87529.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
23,27.0,170.0,44.0,94673.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
32,8.0,170.0,34.0,94358.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
76,39.0,213.0,34.0,92270.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,1
47,13.0,271.0,44.0,92248.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
53,7.0,351.0,24.0,83636.0,983.0,100.0,1000.0,5000.0,500.0,50000.0,1
50,14.0,314.0,40.0,96719.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
16,15.0,213.0,47.0,89987.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
6,14.0,336.0,36.0,98282.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,0
16,39.0,177.0,31.0,90635.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
56,33.0,141.0,34.0,96690.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
56,40.0,148.0,24.0,81498.0,979.0,100.0,1000.0,5000.0,500.0,50000.0,1
23,40.0,228.0,33.0,90873.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0
70,36.0,264.0,39.0,94031.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,1
19,37.0,97.0,17.0,67887.0,913.0,99.0,999.0,4997.0,500.0,49999.0,1
47,10.0,220.0,42.0,93526.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0
15,19.0,133.0,38.0,99559.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,0
33,23.0,119.0,34.0,99922.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
19,30.0,235.0,47.0,89142.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,1
55,31.0,358.0,31.0,96387.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
11,37.0,213.0,38.0,93911.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
37,6.0,90.0,12.0,50683.0,777.0,95.0,988.0,4972.0,500.0,49976.0,1
78,26.0,329.0,41.0,97887.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
64,23.0,228.0,50.0,85307.0,980.0,100.0,1000.0,5000.0,500.0,50000.0,1
77,27.0,365.0,32.0,98424.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
74,40.0,97.0,11.0,47921.0,751.0,93.0,984.0,4964.0,500.0,49963.0,1
5,32.0,242.0,45.0,91056.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
28,18.0,329.0,40.0,97968.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
26,15.0,220.0,47.0,89423.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,1
28,12.0,343.0,33.0,96654.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
56,36.0,155.0,32.0,94189.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
76,11.0,278.0,42.0,94157.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1
35,15.0,133.0,35.0,98717.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,0
42,6.0,336.0,25.0,85173.0,988.0,100.0,1000.0,5000.0,500.0,50000.0,1
69,31.0,177.0,42.0,95173.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
64,35.0,213.0,41.0,93875.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1
14,4.0,97.0,10.0,42899.0,697.0,90.0,974.0,4944.0,500.0,49921.0,1
74,7.0,220.0,37.0,93673.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
29,17.0,213.0,48.0,88369.0,987.0,100.0,1000.0,5000.0,500.0,50000.0,1
24,39.0,358.0,20.0,73558.0,946.0,99.0,1000.0,4999.0,500.0,50000.0,1
74,8.0,300.0,35.0,94577.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,1
47,2.0,343.0,16.0,59314.0,860.0,98.0,996.0,4990.0,500.0,49996.0,1
27,25.0,307.0,45.0,93921.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
25,3.0,141.0,19.0,70000.0,931.0,99.0,999.0,4998.0,500.0,50000.0,1
63,22.0,329.0,41.0,97750.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
30,23.0,249.0,50.0,85255.0,980.0,100.0,1000.0,5000.0,500.0,50000.0,1
22,34.0,206.0,42.0,93838.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,0
70,4.0,155.0,24.0,81228.0,979.0,100.0,1000.0,5000.0,500.0,50000.0,1
75,37.0,242.0,38.0,93669.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,1
46,32.0,170.0,40.0,96239.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
42,15.0,278.0,46.0,91428.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
27,6.0,213.0,35.0,92871.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0
29,33.0,307.0,39.0,96210.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1
46,28.0,242.0,48.0,87326.0,985.0,100.0,1000.0,5000.0,500.0,50000.0,1
40,13.0,177.0,41.0,95467.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
18,32.0,97.0,23.0,86663.0,985.0,100.0,1000.0,5000.0,500.0,50000.0,1
25,6.0,170.0,30.0,90878.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
43,4.0,155.0,24.0,81228.0,979.0,100.0,1000.0,5000.0,500.0,50000.0,1
75,25.0,264.0,49.0,86774.0,983.0,100.0,1000.0,5000.0,500.0,50000.0,1
61,40.0,112.0,15.0,61624.0,874.0,98.0,997.0,4992.0,500.0,49997.0,1
46,5.0,155.0,26.0,85305.0,989.0,100.0,1000.0,5000.0,500.0,50000.0,1
71,7.0,206.0,36.0,93778.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
68,14.0,307.0,41.0,95861.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
48,5.0,148.0,25.0,83260.0,984.0,100.0,1000.0,5000.0,500.0,50000.0,1
29,5.0,329.0,25.0,83592.0,985.0,100.0,1000.0,5000.0,500.0,50000.0,1
55,14.0,300.0,42.0,94933.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,1
13,16.0,90.0,24.0,89333.0,987.0,100.0,1000.0,5000.0,500.0,50000.0,1
21,1.0,329.0,16.0,60146.0,868.0,98.0,997.0,4991.0,500.0,49997.0,1
36,39.0,177.0,31.0,90635.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
52,37.0,249.0,38.0,93709.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,1
17,34.0,126.0,29.0,93187.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
30,17.0,256.0,48.0,87659.0,985.0,100.0,1000.0,5000.0,500.0,50000.0,1
31,30.0,322.0,40.0,97370.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
66,33.0,300.0,40.0,95648.0,996.0,100.0,1000.0,5000.0,500.0,50000.0,1
35,37.0,126.0,25.0,85316.0,986.0,100.0,1000.0,5000.0,500.0,50000.0,1
65,14.0,228.0,46.0,89986.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
75,14.0,351.0,33.0,97800.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
55,35.0,278.0,40.0,94501.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,1
68,12.0,141.0,34.0,97110.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
64,35.0,97.0,20.0,77186.0,958.0,99.0,1000.0,5000.0,500.0,50000.0,1
47,37.0,126.0,25.0,85316.0,986.0,100.0,1000.0,5000.0,500.0,50000.0,1
5,20.0,170.0,45.0,94072.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,0
73,28.0,358.0,33.0,98786.0,992.0,100.0,1000.0,5000.0,500.0,50000.0,1
79,26.0,249.0,49.0,86147.0,982.0,100.0,1000.0,5000.0,500.0,50000.0,1
22,25.0,220.0,49.0,86202.0,982.0,100.0,1000.0,5000.0,500.0,50000.0,1
24,37.0,242.0,38.0,93669.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
12,6.0,278.0,34.0,92692.0,1000.0,100.0,1000.0,5000.0,500.0,50000.0,0
48,8.0,162.0,33.0,93953.0,998.0,100.0,1000.0,5000.0,500.0,50000.0,0
39,15.0,97.0,26.0,91404.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
17,33.0,148.0,35.0,96982.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,0
53,37.0,351.0,25.0,85730.0,987.0,100.0,1000.0,5000.0,500.0,50000.0,1
27,32.0,141.0,35.0,97501.0,994.0,100.0,1000.0,5000.0,500.0,50000.0,0
27,9.0,112.0,23.0,83754.0,981.0,100.0,1000.0,5000.0,500.0,50000.0,1
28,33.0,343.0,32.0,96146.0,995.0,100.0,1000.0,5000.0,500.0,50000.0,1
78,34.0,119.0,27.0,91186.0,993.0,100.0,1000.0,5000.0,500.0,50000.0,1
5,2.0,170.0,22.0,75493.0,960.0,100.0,1000.0,5000.0,500.0,50000.0,1
16,38.0,199.0,35.0,93306.0,999.0,100.0,1000.0,5000.0,500.0,50000.0,0
67,26.0,90.0,25.0,92133.0,990.0,100.0,1000.0,5000.0,500.0,50000.0,1
42,7.0,155.0,30.0,91243.0,997.0,100.0,1000.0,5000.0,500.0,50000.0,0
53,14.0,264.0,46.0,90782.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
40,27.0,119.0,33.0,99150.0,991.0,100.0,1000.0,5000.0,500.0,50000.0,1
15,1.0,365.0,8.0,30990.0,549.0,79.0,923.0,4851.0,499.0,49621.0,1
