Winning_percentage,Days_Since_Last_Bet,Active_Days,Total_Number_of_Bets,Total_Amount_Wagered,Average_Bet_Amount,Number_of_Bonuses_Received,Amount_of_Bonuses_Received,Revenue_from_Bonuses,Increase_in_Bets_After_Bonus,Increase_in_wagering_after_Bonus,Should_Receive_Bonus
70,37.0,336.0,25.0,53167.0,728.0,69.0,729.0,3761.0,259.0,44251.0,1
40,26.0,358.0,32.0,97256.0,608.0,97.0,769.0,4374.0,244.0,24987.0,1
54,5.0,97.0,8.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
62,30.0,343.0,33.0,92824.0,709.0,98.0,678.0,3871.0,277.0,24441.0,1
57,10.0,322.0,33.0,84849.0,842.0,96.0,527.0,2984.0,331.0,25638.0,0
56,14.0,119.0,29.0,87843.0,717.0,89.0,694.0,3829.0,272.0,31647.0,0
54,19.0,365.0,30.0,95598.0,606.0,93.0,782.0,4384.0,239.0,28393.0,1
28,35.0,336.0,28.0,72700.0,859.0,84.0,538.0,2853.0,327.0,35528.0,0
60,13.0,365.0,26.0,75691.0,731.0,75.0,712.0,3745.0,265.0,40872.0,1
31,36.0,351.0,23.0,46920.0,572.0,58.0,881.0,4520.0,203.0,47983.0,1
73,13.0,365.0,26.0,75691.0,731.0,75.0,712.0,3745.0,265.0,40872.0,1
44,9.0,148.0,30.0,78524.0,870.0,90.0,506.0,2763.0,338.0,30747.0,0
17,5.0,191.0,30.0,64779.0,962.0,88.0,374.0,1964.0,383.0,32184.0,0
60,16.0,112.0,28.0,89488.0,672.0,88.0,741.0,4074.0,254.0,32680.0,0
72,18.0,126.0,34.0,98802.0,595.0,100.0,771.0,4430.0,243.0,22565.0,1
23,19.0,220.0,49.0,42819.0,257.0,41.0,996.0,4976.0,159.0,49992.0,1
47,30.0,300.0,42.0,78864.0,750.0,85.0,670.0,3628.0,280.0,34935.0,1
44,29.0,141.0,36.0,94269.0,683.0,99.0,699.0,4015.0,269.0,23272.0,0
30,38.0,242.0,34.0,71162.0,988.0,95.0,313.0,1711.0,403.0,27042.0,0
10,27.0,365.0,29.0,91495.0,654.0,90.0,752.0,4164.0,250.0,31221.0,0
74,3.0,90.0,1.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
63,7.0,249.0,36.0,74475.0,948.0,95.0,379.0,2095.0,381.0,27090.0,0
12,37.0,358.0,19.0,18607.0,10.0,26.0,772.0,3380.0,244.0,47781.0,1
56,35.0,256.0,39.0,74142.0,884.0,90.0,486.0,2649.0,345.0,30623.0,0
45,4.0,170.0,25.0,43734.0,681.0,70.0,774.0,4028.0,243.0,43730.0,0
20,40.0,242.0,30.0,59486.0,973.0,88.0,355.0,1858.0,389.0,32176.0,0
50,28.0,343.0,34.0,96242.0,649.0,99.0,729.0,4189.0,259.0,22821.0,1
9,36.0,358.0,21.0,34593.0,288.0,44.0,995.0,4995.0,159.0,49986.0,1
63,11.0,213.0,42.0,70982.0,790.0,82.0,631.0,3362.0,294.0,36940.0,0
50,17.0,119.0,31.0,96185.0,624.0,96.0,759.0,4307.0,248.0,25774.0,0
62,39.0,249.0,32.0,66501.0,999.0,92.0,301.0,1606.0,407.0,28941.0,0
60,4.0,336.0,19.0,8417.0,10.0,23.0,428.0,1155.0,364.0,46743.0,1
57,30.0,336.0,35.0,93074.0,711.0,99.0,673.0,3863.0,279.0,23406.0,1
37,33.0,358.0,25.0,68337.0,756.0,72.0,691.0,3590.0,273.0,42446.0,1
50,7.0,177.0,32.0,75013.0,943.0,93.0,391.0,2141.0,377.0,28256.0,0
66,24.0,322.0,41.0,86522.0,663.0,87.0,752.0,4118.0,251.0,33448.0,1
25,40.0,307.0,24.0,40183.0,620.0,68.0,830.0,4321.0,222.0,44646.0,1
50,35.0,206.0,38.0,76283.0,891.0,92.0,470.0,2591.0,350.0,28971.0,0
16,11.0,293.0,39.0,80404.0,820.0,91.0,570.0,3149.0,316.0,29978.0,0
79,22.0,271.0,49.0,47383.0,341.0,46.0,989.0,4995.0,162.0,49909.0,1
30,24.0,249.0,50.0,39639.0,182.0,38.0,987.0,4874.0,163.0,49798.0,1
31,36.0,336.0,26.0,64041.0,829.0,77.0,593.0,3079.0,308.0,39944.0,0
46,29.0,235.0,47.0,52422.0,495.0,56.0,928.0,4764.0,185.0,48340.0,1
66,37.0,242.0,36.0,73516.0,958.0,95.0,362.0,1994.0,387.0,27068.0,0
9,39.0,199.0,30.0,64069.0,973.0,89.0,353.0,1856.0,390.0,31579.0,0
11,9.0,235.0,40.0,73257.0,867.0,89.0,514.0,2784.0,335.0,31983.0,0
22,15.0,307.0,42.0,81391.0,724.0,85.0,696.0,3785.0,271.0,34504.0,0
47,30.0,148.0,36.0,91878.0,720.0,98.0,666.0,3809.0,282.0,24095.0,0
8,10.0,119.0,24.0,61632.0,711.0,66.0,750.0,3859.0,252.0,45144.0,0
56,23.0,220.0,50.0,40766.0,205.0,39.0,991.0,4913.0,161.0,49870.0,1
13,5.0,126.0,17.0,634.0,10.0,1.0,10.0,10.0,500.0,35356.0,1
31,1.0,97.0,1.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
53,36.0,170.0,32.0,77403.0,924.0,94.0,417.0,2306.0,368.0,27596.0,0
61,30.0,293.0,43.0,74779.0,739.0,81.0,692.0,3695.0,272.0,37780.0,1
66,30.0,271.0,45.0,63708.0,663.0,69.0,790.0,4120.0,237.0,43882.0,1
62,6.0,126.0,19.0,20056.0,10.0,31.0,847.0,3880.0,216.0,48987.0,1
9,12.0,264.0,44.0,67781.0,740.0,77.0,700.0,3690.0,270.0,40207.0,0
13,24.0,104.0,28.0,90846.0,627.0,86.0,785.0,4293.0,238.0,34005.0,0
42,24.0,278.0,48.0,52608.0,436.0,52.0,960.0,4892.0,173.0,49300.0,1
12,33.0,285.0,40.0,77731.0,827.0,89.0,565.0,3093.0,317.0,31515.0,0
28,18.0,314.0,42.0,82420.0,682.0,83.0,743.0,4023.0,254.0,35951.0,0
68,16.0,213.0,47.0,53330.0,485.0,55.0,935.0,4788.0,182.0,48581.0,1
43,9.0,199.0,38.0,78036.0,882.0,93.0,481.0,2666.0,347.0,28289.0,0
43,13.0,155.0,37.0,89766.0,746.0,97.0,641.0,3649.0,291.0,25059.0,0
28,24.0,213.0,49.0,44411.0,286.0,43.0,995.0,4994.0,159.0,49998.0,1
69,7.0,119.0,19.0,22643.0,10.0,31.0,880.0,4103.0,204.0,48828.0,1
35,11.0,343.0,29.0,82755.0,805.0,90.0,593.0,3256.0,308.0,31254.0,0
59,24.0,112.0,30.0,96349.0,597.0,94.0,787.0,4422.0,237.0,27779.0,1
14,24.0,155.0,41.0,86451.0,664.0,87.0,752.0,4117.0,251.0,33505.0,0
79,32.0,271.0,43.0,70313.0,767.0,80.0,662.0,3515.0,283.0,38254.0,1
67,31.0,148.0,35.0,90858.0,748.0,98.0,635.0,3639.0,293.0,23849.0,1
50,20.0,358.0,32.0,99303.0,574.0,98.0,790.0,4512.0,236.0,23705.0,1
33,13.0,235.0,45.0,60040.0,638.0,67.0,816.0,4241.0,227.0,44942.0,1
76,16.0,249.0,48.0,49091.0,414.0,51.0,968.0,4928.0,170.0,49372.0,1
60,22.0,293.0,46.0,62631.0,565.0,61.0,880.0,4544.0,203.0,46946.0,1
64,30.0,293.0,43.0,74779.0,739.0,81.0,692.0,3695.0,272.0,37780.0,1
28,33.0,206.0,41.0,73049.0,812.0,85.0,597.0,3208.0,306.0,34994.0,0
77,32.0,213.0,43.0,68026.0,751.0,78.0,685.0,3616.0,275.0,39633.0,1
19,1.0,314.0,16.0,100.0,10.0,1.0,10.0,10.0,500.0,100.0,1
11,33.0,285.0,40.0,77731.0,827.0,89.0,565.0,3093.0,317.0,31515.0,0
66,25.0,271.0,48.0,49547.0,391.0,49.0,976.0,4957.0,166.0,49647.0,1
63,12.0,148.0,34.0,89859.0,768.0,98.0,613.0,3509.0,301.0,24086.0,0
67,19.0,285.0,47.0,58706.0,527.0,58.0,909.0,4671.0,192.0,47931.0,1
33,5.0,242.0,33.0,68318.0,997.0,93.0,303.0,1627.0,406.0,28276.0,0
23,4.0,126.0,15.0,100.0,10.0,1.0,10.0,10.0,500.0,100.0,1
7,10.0,314.0,35.0,84952.0,844.0,97.0,522.0,2968.0,333.0,24963.0,0
24,32.0,148.0,34.0,89080.0,781.0,98.0,599.0,3423.0,306.0,24311.0,0
16,27.0,141.0,37.0,95342.0,644.0,98.0,737.0,4213.0,256.0,24054.0,0
21,35.0,300.0,35.0,80872.0,895.0,96.0,453.0,2556.0,356.0,25659.0,0
65,32.0,307.0,38.0,84600.0,799.0,94.0,588.0,3302.0,309.0,27510.0,1
10,11.0,228.0,43.0,68313.0,772.0,79.0,658.0,3480.0,285.0,38621.0,0
20,12.0,228.0,44.0,64687.0,713.0,74.0,734.0,3847.0,257.0,41877.0,0
74,7.0,104.0,15.0,100.0,10.0,1.0,10.0,10.0,500.0,100.0,1
66,3.0,329.0,18.0,100.0,10.0,10.0,10.0,10.0,500.0,41315.0,1
66,12.0,278.0,42.0,72816.0,771.0,82.0,654.0,3489.0,286.0,37118.0,1
59,7.0,170.0,31.0,73571.0,934.0,91.0,409.0,2215.0,371.0,30008.0,0
74,26.0,199.0,47.0,55720.0,499.0,56.0,927.0,4752.0,185.0,48438.0,1
47,35.0,206.0,38.0,76283.0,891.0,92.0,470.0,2591.0,350.0,28971.0,0
22,13.0,264.0,45.0,64201.0,683.0,71.0,769.0,4016.0,244.0,43110.0,0
51,11.0,322.0,35.0,87498.0,806.0,98.0,569.0,3249.0,316.0,24489.0,0
61,28.0,343.0,34.0,96242.0,649.0,99.0,729.0,4189.0,259.0,22821.0,1
68,39.0,112.0,13.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
73,26.0,112.0,30.0,93756.0,630.0,92.0,767.0,4279.0,245.0,29608.0,1
32,27.0,162.0,42.0,83440.0,697.0,86.0,723.0,3941.0,261.0,34347.0,0
13,25.0,141.0,38.0,95509.0,622.0,97.0,759.0,4314.0,248.0,25174.0,0
7,36.0,155.0,30.0,73439.0,905.0,88.0,461.0,2476.0,353.0,32190.0,0
21,38.0,112.0,15.0,100.0,10.0,1.0,10.0,10.0,500.0,100.0,1
19,8.0,177.0,34.0,79221.0,916.0,96.0,424.0,2378.0,366.0,26176.0,0
48,28.0,329.0,38.0,92449.0,679.0,96.0,711.0,4036.0,265.0,25764.0,1
58,19.0,249.0,50.0,40925.0,215.0,39.0,992.0,4929.0,160.0,49919.0,1
13,18.0,249.0,49.0,43059.0,270.0,42.0,996.0,4986.0,159.0,50000.0,1
36,36.0,242.0,38.0,74045.0,921.0,93.0,425.0,2332.0,366.0,28670.0,0
23,29.0,177.0,43.0,76870.0,724.0,81.0,706.0,3782.0,267.0,37398.0,0
14,22.0,293.0,46.0,62631.0,565.0,61.0,880.0,4544.0,203.0,46946.0,1
51,1.0,104.0,1.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
49,7.0,199.0,35.0,75860.0,950.0,95.0,373.0,2071.0,383.0,26414.0,0
21,34.0,329.0,31.0,82312.0,853.0,93.0,520.0,2899.0,333.0,28139.0,0
43,36.0,278.0,36.0,76966.0,929.0,95.0,406.0,2263.0,372.0,26568.0,0
11,37.0,206.0,35.0,74523.0,961.0,95.0,356.0,1971.0,389.0,26579.0,0
73,19.0,141.0,38.0,95602.0,619.0,97.0,762.0,4329.0,247.0,25249.0,1
62,34.0,126.0,26.0,68334.0,790.0,75.0,645.0,3359.0,289.0,40882.0,0
21,2.0,206.0,24.0,33868.0,556.0,69.0,873.0,4577.0,206.0,43955.0,0
44,10.0,112.0,22.0,50082.0,540.0,53.0,907.0,4630.0,193.0,48987.0,1
73,35.0,264.0,39.0,75115.0,888.0,91.0,478.0,2620.0,348.0,29877.0,1
43,35.0,329.0,30.0,76817.0,879.0,89.0,497.0,2694.0,341.0,31579.0,0
22,33.0,228.0,43.0,68532.0,785.0,80.0,641.0,3396.0,291.0,37980.0,0
22,17.0,264.0,48.0,50288.0,421.0,51.0,965.0,4918.0,171.0,49366.0,1
45,2.0,148.0,16.0,100.0,10.0,1.0,10.0,10.0,500.0,100.0,1
77,5.0,300.0,28.0,60052.0,907.0,83.0,472.0,2455.0,350.0,36233.0,0
33,18.0,278.0,47.0,55517.0,493.0,56.0,931.0,4770.0,184.0,48553.0,1
30,27.0,155.0,40.0,88175.0,686.0,91.0,721.0,4001.0,262.0,30479.0,0
18,27.0,112.0,29.0,91567.0,654.0,90.0,752.0,4165.0,250.0,31140.0,0
44,31.0,126.0,30.0,87097.0,753.0,91.0,650.0,3609.0,287.0,29966.0,0
14,13.0,119.0,28.0,83292.0,746.0,85.0,673.0,3649.0,279.0,34653.0,0
45,36.0,141.0,26.0,64126.0,830.0,77.0,591.0,3072.0,308.0,39887.0,0
8,22.0,293.0,46.0,62631.0,565.0,61.0,880.0,4544.0,203.0,46946.0,1
58,11.0,271.0,42.0,73004.0,801.0,84.0,613.0,3287.0,301.0,35580.0,0
36,38.0,126.0,19.0,15985.0,10.0,27.0,720.0,3041.0,263.0,47971.0,1
36,36.0,314.0,31.0,75929.0,917.0,92.0,433.0,2365.0,363.0,29486.0,0
34,30.0,141.0,35.0,93067.0,711.0,99.0,673.0,3863.0,279.0,23405.0,0
36,10.0,133.0,28.0,76748.0,827.0,85.0,579.0,3099.0,313.0,35012.0,0
78,30.0,249.0,46.0,57191.0,587.0,63.0,863.0,4463.0,209.0,46459.0,1
58,36.0,126.0,23.0,47066.0,575.0,58.0,879.0,4509.0,204.0,47941.0,1
19,3.0,358.0,11.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
13,6.0,184.0,31.0,70456.0,962.0,91.0,366.0,1964.0,385.0,29924.0,0
18,22.0,104.0,28.0,91613.0,619.0,87.0,789.0,4327.0,237.0,33514.0,0
37,6.0,278.0,33.0,72120.0,975.0,94.0,338.0,1843.0,395.0,27815.0,0
67,37.0,278.0,34.0,74730.0,961.0,95.0,356.0,1972.0,389.0,26626.0,0
7,35.0,170.0,34.0,81192.0,894.0,96.0,456.0,2570.0,355.0,25770.0,0
23,4.0,235.0,30.0,61753.0,982.0,89.0,338.0,1774.0,394.0,31410.0,0
21,35.0,90.0,13.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
34,39.0,271.0,31.0,65107.0,984.0,91.0,331.0,1749.0,397.0,30525.0,0
29,26.0,264.0,48.0,48004.0,372.0,48.0,982.0,4975.0,164.0,49731.0,1
19,30.0,264.0,46.0,60893.0,633.0,67.0,821.0,4265.0,225.0,45082.0,1
66,28.0,343.0,34.0,96242.0,649.0,99.0,729.0,4189.0,259.0,22821.0,1
74,26.0,264.0,48.0,48004.0,372.0,48.0,982.0,4975.0,164.0,49731.0,1
41,29.0,141.0,36.0,94269.0,683.0,99.0,699.0,4015.0,269.0,23272.0,0
63,8.0,256.0,38.0,75289.0,912.0,93.0,438.0,2414.0,361.0,28460.0,0
69,8.0,307.0,33.0,78776.0,913.0,95.0,431.0,2401.0,364.0,27079.0,0
15,9.0,293.0,36.0,80747.0,884.0,96.0,471.0,2652.0,350.0,26199.0,0
70,15.0,278.0,45.0,63571.0,634.0,67.0,820.0,4262.0,226.0,44887.0,1
38,4.0,90.0,3.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
70,7.0,249.0,36.0,74475.0,948.0,95.0,379.0,2095.0,381.0,27090.0,0
5,13.0,293.0,42.0,76938.0,761.0,84.0,660.0,3558.0,284.0,35562.0,0
24,7.0,249.0,36.0,74475.0,948.0,95.0,379.0,2095.0,381.0,27090.0,0
16,11.0,220.0,43.0,69404.0,780.0,80.0,646.0,3429.0,289.0,37950.0,0
44,29.0,90.0,20.0,49193.0,396.0,41.0,982.0,4952.0,164.0,49977.0,1
15,26.0,256.0,49.0,45265.0,320.0,45.0,992.0,5000.0,160.0,49937.0,1
21,6.0,199.0,33.0,72125.0,975.0,94.0,338.0,1842.0,395.0,27806.0,0
14,32.0,126.0,29.0,82242.0,784.0,87.0,624.0,3400.0,297.0,33190.0,0
30,36.0,358.0,21.0,34593.0,288.0,44.0,995.0,4995.0,159.0,49986.0,1
9,17.0,322.0,40.0,88277.0,681.0,90.0,726.0,4028.0,260.0,30667.0,0
62,14.0,148.0,36.0,92295.0,710.0,98.0,676.0,3867.0,278.0,24149.0,0
52,35.0,112.0,20.0,34656.0,249.0,40.0,996.0,4970.0,159.0,49949.0,1
30,6.0,141.0,23.0,43243.0,569.0,60.0,879.0,4529.0,203.0,47296.0,0
30,2.0,213.0,25.0,36191.0,617.0,72.0,825.0,4338.0,224.0,42786.0,0
48,40.0,322.0,21.0,25629.0,223.0,51.0,984.0,4940.0,164.0,49385.0,1
65,11.0,271.0,42.0,73004.0,801.0,84.0,613.0,3287.0,301.0,35580.0,1
58,27.0,336.0,37.0,95376.0,644.0,98.0,737.0,4215.0,256.0,24024.0,1
27,2.0,307.0,20.0,7972.0,10.0,34.0,571.0,2085.0,316.0,49434.0,1
55,31.0,256.0,45.0,62562.0,675.0,70.0,778.0,4056.0,241.0,43548.0,1
53,7.0,322.0,28.0,67636.0,892.0,84.0,492.0,2585.0,343.0,35728.0,0
39,18.0,329.0,39.0,92084.0,651.0,94.0,744.0,4178.0,253.0,27972.0,1
37,29.0,141.0,36.0,94269.0,683.0,99.0,699.0,4015.0,269.0,23272.0,0
31,27.0,206.0,47.0,54016.0,486.0,55.0,934.0,4786.0,183.0,48599.0,1
58,12.0,126.0,29.0,83634.0,774.0,88.0,634.0,3469.0,293.0,32483.0,0
7,22.0,285.0,47.0,57011.0,497.0,56.0,928.0,4757.0,185.0,48508.0,1
31,3.0,242.0,28.0,52267.0,900.0,83.0,481.0,2514.0,347.0,35827.0,0
78,12.0,336.0,33.0,89423.0,767.0,97.0,618.0,3516.0,299.0,25265.0,1
28,32.0,206.0,43.0,70280.0,767.0,80.0,663.0,3516.0,283.0,38275.0,0
62,30.0,112.0,27.0,80162.0,727.0,80.0,706.0,3764.0,267.0,38352.0,0
79,1.0,343.0,10.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
56,1.0,256.0,23.0,20691.0,217.0,60.0,972.0,4931.0,168.0,47520.0,1
76,34.0,307.0,36.0,83469.0,860.0,97.0,502.0,2847.0,339.0,25296.0,1
20,18.0,177.0,45.0,71166.0,651.0,72.0,797.0,4179.0,234.0,42894.0,0
30,29.0,336.0,35.0,94286.0,683.0,99.0,699.0,4016.0,269.0,23261.0,1
29,37.0,133.0,23.0,44287.0,562.0,59.0,886.0,4556.0,201.0,47725.0,1
56,15.0,358.0,30.0,91345.0,684.0,92.0,718.0,4013.0,263.0,29231.0,1
51,39.0,264.0,31.0,65806.0,992.0,91.0,316.0,1677.0,402.0,29763.0,0
33,17.0,235.0,49.0,44884.0,319.0,45.0,992.0,5000.0,160.0,49925.0,1
25,33.0,104.0,21.0,44668.0,414.0,45.0,973.0,4928.0,168.0,49933.0,1
50,3.0,242.0,28.0,52267.0,900.0,83.0,481.0,2514.0,347.0,35827.0,0
70,9.0,177.0,35.0,81720.0,883.0,96.0,471.0,2660.0,350.0,25574.0,0
63,37.0,184.0,33.0,74329.0,956.0,94.0,367.0,2013.0,385.0,27643.0,0
74,40.0,155.0,22.0,25748.0,227.0,51.0,984.0,4945.0,163.0,49363.0,1
52,34.0,119.0,24.0,59291.0,695.0,65.0,768.0,3950.0,245.0,45758.0,1
30,1.0,351.0,8.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
70,28.0,155.0,40.0,88837.0,698.0,92.0,704.0,3934.0,268.0,29011.0,1
64,9.0,162.0,33.0,82020.0,879.0,96.0,478.0,2691.0,348.0,26213.0,0
16,2.0,148.0,16.0,100.0,10.0,1.0,10.0,10.0,500.0,100.0,1
74,23.0,162.0,43.0,80560.0,666.0,80.0,765.0,4105.0,246.0,38033.0,1
73,31.0,293.0,42.0,77011.0,770.0,85.0,648.0,3498.0,288.0,35054.0,1
52,6.0,365.0,15.0,100.0,10.0,1.0,10.0,10.0,500.0,100.0,1
48,26.0,148.0,39.0,91954.0,656.0,94.0,739.0,4156.0,255.0,27866.0,1
42,27.0,249.0,49.0,46220.0,351.0,47.0,986.0,4990.0,163.0,49804.0,1
16,15.0,285.0,45.0,67713.0,670.0,71.0,780.0,4083.0,240.0,43013.0,0
67,32.0,336.0,32.0,88452.0,780.0,96.0,604.0,3427.0,304.0,25694.0,1
30,27.0,155.0,40.0,88175.0,686.0,91.0,721.0,4001.0,262.0,30479.0,0
34,23.0,293.0,46.0,62663.0,566.0,62.0,880.0,4541.0,203.0,46922.0,1
37,10.0,119.0,24.0,61632.0,711.0,66.0,750.0,3859.0,252.0,45144.0,0
40,11.0,119.0,26.0,70415.0,759.0,74.0,684.0,3565.0,275.0,41677.0,0
74,16.0,365.0,28.0,89408.0,672.0,88.0,741.0,4073.0,254.0,32764.0,1
30,4.0,314.0,23.0,37440.0,535.0,63.0,897.0,4648.0,197.0,46449.0,1
56,30.0,206.0,45.0,63666.0,663.0,69.0,791.0,4122.0,236.0,43900.0,1
29,19.0,314.0,43.0,81552.0,674.0,82.0,755.0,4066.0,250.0,36994.0,1
73,18.0,285.0,47.0,60371.0,556.0,60.0,888.0,4576.0,200.0,47260.0,1
59,34.0,256.0,41.0,72321.0,841.0,86.0,556.0,2993.0,321.0,33841.0,1
79,9.0,300.0,35.0,81731.0,883.0,96.0,471.0,2660.0,350.0,25568.0,0
14,30.0,351.0,31.0,90815.0,716.0,94.0,680.0,3830.0,277.0,27433.0,0
32,5.0,104.0,11.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
62,28.0,126.0,33.0,95846.0,649.0,98.0,733.0,4190.0,257.0,24085.0,1
39,37.0,307.0,30.0,71743.0,940.0,90.0,404.0,2167.0,373.0,30796.0,0
66,17.0,264.0,48.0,50288.0,421.0,51.0,965.0,4918.0,171.0,49366.0,1
60,8.0,256.0,38.0,75289.0,912.0,93.0,438.0,2414.0,361.0,28460.0,0
7,34.0,242.0,41.0,70979.0,833.0,85.0,569.0,3048.0,316.0,34785.0,0
32,14.0,307.0,41.0,82886.0,743.0,88.0,668.0,3667.0,281.0,32253.0,0
27,15.0,278.0,45.0,63571.0,634.0,67.0,820.0,4262.0,226.0,44887.0,1
9,32.0,249.0,44.0,65045.0,727.0,75.0,718.0,3768.0,263.0,41288.0,0
18,22.0,314.0,43.0,80626.0,666.0,80.0,766.0,4107.0,246.0,38013.0,0
56,34.0,206.0,40.0,75140.0,853.0,89.0,533.0,2901.0,329.0,31759.0,0
79,25.0,351.0,34.0,99249.0,586.0,100.0,777.0,4468.0,241.0,22371.0,1
54,15.0,133.0,34.0,95401.0,666.0,99.0,715.0,4106.0,264.0,23168.0,0
76,30.0,343.0,33.0,92824.0,709.0,98.0,678.0,3871.0,277.0,24441.0,1
26,33.0,220.0,42.0,69591.0,792.0,81.0,630.0,3345.0,295.0,37313.0,0
29,18.0,170.0,43.0,76822.0,675.0,77.0,763.0,4057.0,247.0,39726.0,0
30,29.0,184.0,44.0,72327.0,707.0,76.0,735.0,3885.0,257.0,40259.0,0
57,33.0,329.0,33.0,86310.0,817.0,96.0,559.0,3167.0,320.0,25709.0,1
35,28.0,126.0,33.0,95846.0,649.0,98.0,733.0,4190.0,257.0,24085.0,0
24,36.0,235.0,38.0,74044.0,921.0,93.0,425.0,2332.0,366.0,28671.0,0
37,33.0,242.0,43.0,67997.0,781.0,80.0,646.0,3422.0,289.0,38310.0,0
30,7.0,104.0,15.0,100.0,10.0,1.0,10.0,10.0,500.0,100.0,1
49,8.0,119.0,21.0,38048.0,361.0,46.0,985.0,4984.0,163.0,49863.0,1
56,22.0,148.0,40.0,91287.0,640.0,92.0,759.0,4231.0,248.0,29655.0,1
26,1.0,90.0,1.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
52,33.0,365.0,23.0,57967.0,643.0,60.0,823.0,4217.0,225.0,47284.0,1
61,25.0,329.0,40.0,91711.0,648.0,93.0,749.0,4194.0,251.0,28651.0,1
48,17.0,249.0,49.0,45813.0,338.0,46.0,989.0,4996.0,162.0,49867.0,1
16,10.0,314.0,35.0,84952.0,844.0,97.0,522.0,2968.0,333.0,24963.0,0
74,37.0,300.0,32.0,73396.0,950.0,93.0,380.0,2069.0,381.0,28904.0,1
5,11.0,119.0,26.0,70415.0,759.0,74.0,684.0,3565.0,275.0,41677.0,0
10,22.0,206.0,49.0,47328.0,340.0,46.0,989.0,4995.0,161.0,49912.0,1
39,27.0,148.0,39.0,92239.0,666.0,95.0,727.0,4105.0,259.0,26865.0,0
60,5.0,184.0,29.0,62816.0,940.0,86.0,413.0,2161.0,370.0,33969.0,0
30,23.0,307.0,44.0,74662.0,653.0,74.0,791.0,4171.0,236.0,41656.0,1
69,3.0,97.0,4.0,100.0,10.0,1.0,10.0,10.0,30.0,100.0,1
19,15.0,155.0,39.0,89526.0,706.0,94.0,692.0,3889.0,272.0,27731.0,0
45,18.0,264.0,48.0,47692.0,363.0,47.0,984.0,4983.0,163.0,49789.0,1
37,8.0,300.0,34.0,79219.0,916.0,96.0,424.0,2378.0,366.0,26183.0,0
70,40.0,184.0,26.0,49427.0,814.0,77.0,612.0,3194.0,301.0,39714.0,1
37,7.0,322.0,28.0,67636.0,892.0,84.0,492.0,2585.0,343.0,35728.0,0
32,5.0,235.0,33.0,68318.0,997.0,93.0,303.0,1627.0,406.0,28275.0,0
38,10.0,314.0,35.0,84952.0,844.0,97.0,522.0,2968.0,333.0,24963.0,0
69,28.0,351.0,33.0,95828.0,649.0,98.0,733.0,4189.0,257.0,24117.0,1
52,7.0,336.0,25.0,55997.0,756.0,70.0,695.0,3588.0,271.0,43466.0,0
42,29.0,177.0,43.0,76870.0,724.0,81.0,706.0,3782.0,267.0,37398.0,0
43,14.0,213.0,46.0,60447.0,620.0,66.0,834.0,4324.0,220.0,45505.0,1
10,28.0,177.0,43.0,74879.0,700.0,78.0,739.0,3923.0,256.0,39527.0,0
57,18.0,293.0,46.0,65669.0,611.0,66.0,840.0,4364.0,218.0,45382.0,1
63,30.0,264.0,46.0,60893.0,633.0,67.0,821.0,4265.0,225.0,45082.0,1
56,13.0,228.0,45.0,60746.0,646.0,68.0,808.0,4202.0,230.0,44652.0,1
19,7.0,155.0,28.0,67692.0,892.0,84.0,492.0,2581.0,343.0,35681.0,0
58,18.0,256.0,49.0,44938.0,309.0,44.0,993.0,5000.0,160.0,49964.0,1
31,29.0,126.0,32.0,93713.0,681.0,96.0,709.0,4028.0,266.0,25442.0,0
41,27.0,97.0,24.0,74677.0,653.0,68.0,802.0,4170.0,232.0,44607.0,0
47,17.0,343.0,35.0,97502.0,620.0,100.0,752.0,4324.0,250.0,22607.0,1
20,39.0,170.0,26.0,53579.0,832.0,77.0,589.0,3059.0,309.0,39775.0,0
7,31.0,365.0,26.0,74130.0,733.0,74.0,712.0,3730.0,265.0,41480.0,0
40,24.0,90.0,23.0,70037.0,596.0,60.0,861.0,4424.0,210.0,47540.0,0
7,27.0,184.0,45.0,67723.0,644.0,69.0,808.0,4214.0,230.0,43969.0,0
55,32.0,97.0,20.0,39518.0,268.0,36.0,999.0,4984.0,158.0,49673.0,1
73,20.0,235.0,50.0,38482.0,154.0,36.0,980.0,4813.0,165.0,49658.0,1
47,2.0,199.0,24.0,30784.0,471.0,66.0,926.0,4823.0,186.0,45384.0,1
16,38.0,170.0,28.0,63952.0,920.0,85.0,448.0,2339.0,358.0,34993.0,0
5,27.0,133.0,35.0,97175.0,627.0,99.0,746.0,4291.0,252.0,22649.0,0
28,38.0,365.0,15.0,100.0,10.0,1.0,10.0,10.0,500.0,100.0,1
69,36.0,213.0,37.0,75422.0,926.0,94.0,415.0,2292.0,369.0,27646.0,0
